"SessionID","StudentLevel","Discipline","SessionDate","SessionLengthMin","TotalPrompts","TaskType","AI_AssistanceLevel","FinalOutcome","UsedAgain","SatisfactionRating","Month","Year","DayOfWeek","SessionEfficiency","Cluster"
"SESSION04996","High School","Biology",2024-11-26,5.03,1,"Writing",4,"Idea Drafted","False",5,"11","2024","Tuesday",0.198807157057654,1
"SESSION04997","Undergraduate","Business",2024-09-17,47.08,13,"Coding",4,"Idea Drafted","True",4,"09","2024","Tuesday",0.276125743415463,3
"SESSION04998","Undergraduate","Engineering",2025-06-18,6.51,1,"Writing",3,"Idea Drafted","True",1.3,"06","2025","Wednesday",0.153609831029186,2
"SESSION04999","Undergraduate","Biology",2025-03-24,11.93,4,"Homework Help",4,"Assignment Completed","True",3.5,"03","2025","Monday",0.335289186923722,1
"SESSION05000","High School","Engineering",2025-06-07,8.04,3,"Writing",3,"Idea Drafted","True",3.6,"06","2025","Saturday",0.373134328358209,2
"SESSION05001","Undergraduate","Computer Science",2024-11-03,98.96,38,"Writing",4,"Idea Drafted","True",3.7,"11","2024","Sunday",0.383993532740501,3
"SESSION05002","Undergraduate","Math",2024-11-30,14.33,5,"Writing",4,"Assignment Completed","True",3,"11","2024","Saturday",0.348918353105373,1
"SESSION05003","High School","Business",2024-10-08,23.38,5,"Homework Help",3,"Assignment Completed","True",3.1,"10","2024","Tuesday",0.213857998289136,2
"SESSION05004","High School","History",2024-07-14,5.92,2,"Coding",5,"Assignment Completed","True",5,"07","2024","Sunday",0.337837837837838,1
"SESSION05005","Undergraduate","History",2024-12-19,2.9,1,"Writing",5,"Confused","False",3.4,"12","2024","Thursday",0.344827586206897,1
"SESSION05006","Graduate","History",2024-08-29,4.51,1,"Studying",2,"Idea Drafted","True",1.2,"08","2024","Thursday",0.221729490022173,2
"SESSION05007","Undergraduate","Computer Science",2024-09-14,15.82,3,"Homework Help",4,"Confused","True",4.5,"09","2024","Saturday",0.189633375474083,1
"SESSION05008","High School","Math",2025-05-11,2.38,1,"Writing",4,"Assignment Completed","True",2.9,"05","2025","Sunday",0.420168067226891,1
"SESSION05009","High School","Business",2024-08-15,8.97,2,"Studying",3,"Idea Drafted","False",1.6,"08","2024","Thursday",0.222965440356745,2
"SESSION05010","Undergraduate","Business",2024-10-10,22.04,8,"Writing",2,"Idea Drafted","True",1.4,"10","2024","Thursday",0.362976406533575,2
"SESSION05011","Undergraduate","Engineering",2025-05-19,33.61,14,"Coding",5,"Assignment Completed","True",4.7,"05","2025","Monday",0.416542695626302,3
"SESSION05012","Graduate","Psychology",2025-05-25,7.79,2,"Coding",3,"Assignment Completed","True",3.2,"05","2025","Sunday",0.256739409499358,2
"SESSION05013","Undergraduate","Biology",2024-12-23,38.73,9,"Writing",3,"Assignment Completed","True",1.9,"12","2024","Monday",0.232378001549187,3
"SESSION05014","Undergraduate","Psychology",2024-08-31,30.29,14,"Homework Help",3,"Assignment Completed","True",3.8,"08","2024","Saturday",0.462198745460548,3
"SESSION05015","Undergraduate","History",2025-01-05,23.5,6,"Coding",4,"Idea Drafted","True",3.8,"01","2025","Sunday",0.25531914893617,1
"SESSION05016","High School","Psychology",2024-08-26,12.67,2,"Studying",2,"Idea Drafted","True",2.3,"08","2024","Monday",0.15785319652723,2
"SESSION05017","Undergraduate","Biology",2025-06-16,14.43,3,"Homework Help",1,"Confused","True",2.7,"06","2025","Monday",0.207900207900208,2
"SESSION05018","Undergraduate","Biology",2025-01-27,21.92,4,"Writing",4,"Assignment Completed","False",5,"01","2025","Monday",0.182481751824818,1
"SESSION05019","Undergraduate","Psychology",2025-02-16,16.57,6,"Writing",4,"Assignment Completed","True",3.7,"02","2025","Sunday",0.362100181050091,1
"SESSION05020","Undergraduate","Biology",2024-10-29,12.4,3,"Coding",4,"Assignment Completed","True",3.6,"10","2024","Tuesday",0.241935483870968,1
"SESSION05021","Undergraduate","Business",2025-06-03,20.02,8,"Writing",4,"Assignment Completed","False",3.3,"06","2025","Tuesday",0.3996003996004,1
"SESSION05022","Graduate","Psychology",2025-03-31,20.1,8,"Homework Help",2,"Idea Drafted","True",1.6,"03","2025","Monday",0.398009950248756,2
"SESSION05023","High School","Biology",2025-06-02,8.6,2,"Coding",4,"Assignment Completed","False",4.3,"06","2025","Monday",0.232558139534884,1
"SESSION05024","High School","Business",2025-04-25,8.01,3,"Coding",2,"Assignment Completed","False",1.1,"04","2025","Friday",0.374531835205993,2
"SESSION05025","Undergraduate","Math",2024-10-10,15.28,3,"Writing",5,"Assignment Completed","True",2.1,"10","2024","Thursday",0.196335078534031,1
"SESSION05026","Undergraduate","Computer Science",2024-06-25,19.84,6,"Research",1,"Confused","True",1,"06","2024","Tuesday",0.30241935483871,2
"SESSION05027","High School","History",2024-07-16,38.31,10,"Writing",5,"Idea Drafted","True",5,"07","2024","Tuesday",0.261028452101279,3
"SESSION05028","Undergraduate","Computer Science",2024-07-28,14.92,3,"Brainstorming",1,"Gave Up","False",1.6,"07","2024","Sunday",0.201072386058981,2
"SESSION05029","High School","Math",2024-12-29,24.75,6,"Coding",4,"Idea Drafted","True",4.5,"12","2024","Sunday",0.242424242424242,1
"SESSION05030","High School","Math",2025-01-12,26.06,7,"Studying",4,"Confused","False",3.7,"01","2025","Sunday",0.268610897927859,1
"SESSION05031","Graduate","Computer Science",2025-03-04,56.03,15,"Writing",3,"Assignment Completed","True",2.8,"03","2025","Tuesday",0.267713724790291,3
"SESSION05032","Graduate","Biology",2025-06-13,3.96,1,"Research",3,"Idea Drafted","True",2.8,"06","2025","Friday",0.252525252525253,2
"SESSION05033","Undergraduate","Computer Science",2025-05-07,11.81,3,"Coding",5,"Assignment Completed","True",3.9,"05","2025","Wednesday",0.254022015241321,1
"SESSION05034","Graduate","Biology",2025-01-10,15.28,6,"Writing",1,"Confused","False",1,"01","2025","Friday",0.392670157068063,2
"SESSION05035","Undergraduate","Computer Science",2024-09-02,13.69,2,"Coding",4,"Assignment Completed","True",3.1,"09","2024","Monday",0.14609203798393,1
"SESSION05036","Undergraduate","Engineering",2024-08-25,39.53,8,"Coding",5,"Assignment Completed","True",5,"08","2024","Sunday",0.202377940804452,1
"SESSION05037","Undergraduate","Business",2025-03-18,28.44,7,"Coding",4,"Assignment Completed","False",4,"03","2025","Tuesday",0.246132208157525,1
"SESSION05038","Undergraduate","Engineering",2024-10-03,28.01,6,"Homework Help",4,"Confused","True",3.8,"10","2024","Thursday",0.214209210996073,1
"SESSION05039","High School","History",2025-03-29,9.56,2,"Writing",3,"Assignment Completed","True",2,"03","2025","Saturday",0.209205020920502,2
"SESSION05040","Graduate","Business",2024-12-16,34.91,11,"Coding",2,"Idea Drafted","True",1.6,"12","2024","Monday",0.315095961042681,2
"SESSION05041","Undergraduate","History",2024-09-25,6.73,1,"Homework Help",5,"Assignment Completed","True",3.2,"09","2024","Wednesday",0.148588410104012,1
"SESSION05042","Undergraduate","Biology",2024-07-28,65.99,32,"Writing",5,"Assignment Completed","True",5,"07","2024","Sunday",0.484921957872405,3
"SESSION05043","High School","Psychology",2024-08-15,13.44,4,"Homework Help",3,"Idea Drafted","True",2.2,"08","2024","Thursday",0.297619047619048,2
"SESSION05044","High School","Engineering",2024-12-03,9.86,2,"Studying",5,"Assignment Completed","True",4.8,"12","2024","Tuesday",0.202839756592292,1
"SESSION05045","High School","Biology",2024-07-22,32.48,10,"Homework Help",2,"Assignment Completed","True",1.2,"07","2024","Monday",0.307881773399015,2
"SESSION05046","Undergraduate","Math",2024-11-22,18.14,4,"Writing",5,"Confused","False",5,"11","2024","Friday",0.220507166482911,1
"SESSION05047","Graduate","Psychology",2025-06-24,10.24,4,"Coding",4,"Gave Up","True",5,"06","2025","Tuesday",0.390625,1
"SESSION05048","Undergraduate","History",2025-06-21,7.97,2,"Writing",4,"Assignment Completed","True",3.7,"06","2025","Saturday",0.250941028858218,1
"SESSION05049","Graduate","Engineering",2025-01-20,20.02,4,"Coding",3,"Assignment Completed","True",2.9,"01","2025","Monday",0.1998001998002,2
"SESSION05050","Undergraduate","Psychology",2025-06-17,24.83,8,"Homework Help",3,"Assignment Completed","True",2,"06","2025","Tuesday",0.322190898107128,2
"SESSION05051","Undergraduate","Computer Science",2025-06-20,31.86,9,"Studying",4,"Confused","False",3.8,"06","2025","Friday",0.282485875706215,3
"SESSION05052","Undergraduate","Engineering",2025-04-28,25.86,5,"Studying",4,"Idea Drafted","True",5,"04","2025","Monday",0.193348801237432,1
"SESSION05053","Graduate","Psychology",2025-04-19,7.94,1,"Coding",4,"Confused","True",4.3,"04","2025","Saturday",0.125944584382872,1
"SESSION05054","Graduate","Engineering",2024-11-15,23.92,5,"Studying",4,"Assignment Completed","True",3.1,"11","2024","Friday",0.209030100334448,1
"SESSION05055","Undergraduate","Engineering",2024-06-26,35.06,8,"Studying",4,"Assignment Completed","True",3,"06","2024","Wednesday",0.228180262407302,3
"SESSION05056","High School","Math",2024-12-27,12.94,3,"Writing",3,"Idea Drafted","False",3.9,"12","2024","Friday",0.231839258114374,1
"SESSION05057","Undergraduate","Biology",2024-07-19,7.52,2,"Coding",2,"Confused","False",1.2,"07","2024","Friday",0.265957446808511,2
"SESSION05058","Graduate","Computer Science",2024-07-16,4.43,1,"Studying",2,"Confused","True",1.6,"07","2024","Tuesday",0.225733634311512,2
"SESSION05059","Undergraduate","History",2025-04-25,13.98,5,"Homework Help",2,"Gave Up","True",1.4,"04","2025","Friday",0.357653791130186,2
"SESSION05060","High School","Biology",2024-11-07,2.38,1,"Writing",3,"Gave Up","False",4,"11","2024","Thursday",0.420168067226891,1
"SESSION05061","Undergraduate","Biology",2025-01-28,22.86,5,"Studying",3,"Idea Drafted","False",3.7,"01","2025","Tuesday",0.218722659667542,2
"SESSION05062","Undergraduate","Psychology",2025-02-28,12.04,2,"Writing",4,"Confused","True",2.3,"02","2025","Friday",0.166112956810631,2
"SESSION05063","Undergraduate","Computer Science",2025-03-22,6.55,3,"Coding",3,"Assignment Completed","False",2.4,"03","2025","Saturday",0.458015267175573,2
"SESSION05064","Graduate","Computer Science",2025-04-12,10.5,3,"Studying",3,"Assignment Completed","True",3.2,"04","2025","Saturday",0.285714285714286,2
"SESSION05065","Graduate","History",2024-07-16,3.77,1,"Writing",3,"Assignment Completed","True",1.3,"07","2024","Tuesday",0.26525198938992,2
"SESSION05066","Undergraduate","Computer Science",2024-07-29,40.28,18,"Writing",2,"Idea Drafted","True",1,"07","2024","Monday",0.446871896722939,3
"SESSION05067","Undergraduate","Biology",2024-08-08,33.73,8,"Homework Help",4,"Assignment Completed","True",4.2,"08","2024","Thursday",0.237177586718055,3
"SESSION05068","Undergraduate","Psychology",2025-02-02,13.92,3,"Homework Help",3,"Gave Up","False",2.7,"02","2025","Sunday",0.21551724137931,2
"SESSION05069","High School","Computer Science",2024-11-15,11.95,4,"Studying",2,"Idea Drafted","True",1.7,"11","2024","Friday",0.334728033472803,2
"SESSION05070","Undergraduate","Engineering",2024-06-24,11.15,4,"Studying",5,"Assignment Completed","True",3.8,"06","2024","Monday",0.358744394618834,1
"SESSION05071","High School","Psychology",2025-02-16,18.13,6,"Writing",2,"Idea Drafted","False",2.1,"02","2025","Sunday",0.330943188086045,2
"SESSION05072","High School","Biology",2024-09-01,25.19,7,"Homework Help",3,"Assignment Completed","False",1.9,"09","2024","Sunday",0.277888050813815,2
"SESSION05073","High School","History",2025-05-17,34.76,9,"Homework Help",4,"Idea Drafted","True",3.4,"05","2025","Saturday",0.25891829689298,3
"SESSION05074","Undergraduate","Business",2024-12-21,12.62,3,"Coding",4,"Idea Drafted","True",4.1,"12","2024","Saturday",0.237717908082409,1
"SESSION05075","Graduate","Biology",2025-06-03,14.29,4,"Writing",4,"Assignment Completed","True",4.3,"06","2025","Tuesday",0.279916025192442,1
"SESSION05076","High School","History",2025-05-03,5.49,2,"Writing",3,"Assignment Completed","True",3.7,"05","2025","Saturday",0.364298724954463,2
"SESSION05077","Graduate","Computer Science",2024-08-05,49.05,22,"Studying",4,"Assignment Completed","True",4.2,"08","2024","Monday",0.448521916411825,3
"SESSION05078","Graduate","Biology",2025-05-07,24.09,7,"Studying",2,"Assignment Completed","True",2.9,"05","2025","Wednesday",0.29057700290577,2
"SESSION05079","Graduate","Psychology",2025-03-06,62.72,17,"Research",4,"Assignment Completed","True",3.8,"03","2025","Thursday",0.271045918367347,3
"SESSION05080","Undergraduate","Engineering",2024-07-27,7.63,1,"Writing",2,"Assignment Completed","True",1.7,"07","2024","Saturday",0.131061598951507,2
"SESSION05081","Undergraduate","Biology",2024-10-24,25.3,8,"Studying",2,"Assignment Completed","True",1.6,"10","2024","Thursday",0.316205533596838,2
"SESSION05082","Undergraduate","Psychology",2024-09-04,49.3,16,"Writing",1,"Assignment Completed","True",1.2,"09","2024","Wednesday",0.324543610547667,3
"SESSION05083","High School","Biology",2024-12-06,2.67,1,"Writing",5,"Idea Drafted","True",4.7,"12","2024","Friday",0.374531835205993,1
"SESSION05084","Graduate","Math",2024-07-25,48.18,21,"Coding",4,"Assignment Completed","True",4.8,"07","2024","Thursday",0.435865504358655,3
"SESSION05085","Undergraduate","Computer Science",2025-04-10,17.23,6,"Writing",2,"Idea Drafted","True",1.6,"04","2025","Thursday",0.348229831688915,2
"SESSION05086","Undergraduate","Biology",2025-05-31,47.23,10,"Coding",3,"Confused","False",3.9,"05","2025","Saturday",0.211729832733432,3
"SESSION05087","Graduate","Psychology",2024-07-10,43.32,9,"Writing",2,"Confused","True",3.1,"07","2024","Wednesday",0.207756232686981,3
"SESSION05088","High School","Psychology",2025-04-08,20.39,4,"Studying",3,"Assignment Completed","True",4.8,"04","2025","Tuesday",0.196174595389897,1
"SESSION05089","Undergraduate","History",2024-11-11,4.14,1,"Coding",4,"Assignment Completed","False",4.4,"11","2024","Monday",0.241545893719807,1
"SESSION05090","Graduate","Math",2024-09-20,4.03,1,"Studying",3,"Assignment Completed","False",3.3,"09","2024","Friday",0.248138957816377,2
"SESSION05091","Undergraduate","Business",2025-05-07,22.89,6,"Brainstorming",3,"Confused","True",2.2,"05","2025","Wednesday",0.262123197903014,2
"SESSION05092","Graduate","Engineering",2025-05-24,12.35,2,"Writing",1,"Idea Drafted","False",1.2,"05","2025","Saturday",0.161943319838057,2
"SESSION05093","Undergraduate","Biology",2025-04-28,13.2,2,"Studying",4,"Confused","True",3.8,"04","2025","Monday",0.151515151515152,1
"SESSION05094","Undergraduate","Biology",2024-12-12,30.91,10,"Writing",3,"Assignment Completed","True",3,"12","2024","Thursday",0.323519896473633,3
"SESSION05095","Undergraduate","Math",2024-07-14,18,5,"Writing",4,"Assignment Completed","False",4.1,"07","2024","Sunday",0.277777777777778,1
"SESSION05096","High School","Biology",2025-05-08,9.06,4,"Studying",3,"Idea Drafted","True",2.4,"05","2025","Thursday",0.441501103752759,2
"SESSION05097","Undergraduate","Psychology",2025-01-31,5.48,1,"Studying",4,"Assignment Completed","True",3.9,"01","2025","Friday",0.182481751824818,1
"SESSION05098","Undergraduate","Biology",2024-08-15,5.3,2,"Homework Help",5,"Idea Drafted","True",5,"08","2024","Thursday",0.377358490566038,1
"SESSION05099","Undergraduate","Math",2024-09-09,8.51,3,"Studying",5,"Confused","True",5,"09","2024","Monday",0.352526439482961,1
"SESSION05100","Undergraduate","Business",2024-07-11,20.46,8,"Studying",5,"Assignment Completed","False",5,"07","2024","Thursday",0.391006842619746,1
"SESSION05101","Graduate","History",2024-07-06,21.62,4,"Writing",5,"Idea Drafted","True",4.7,"07","2024","Saturday",0.185013876040703,1
"SESSION05102","Undergraduate","History",2024-12-20,43.6,10,"Homework Help",3,"Assignment Completed","True",2.9,"12","2024","Friday",0.229357798165138,3
"SESSION05103","Undergraduate","Biology",2024-07-21,17.21,3,"Homework Help",3,"Confused","False",1.7,"07","2024","Sunday",0.174317257408483,2
"SESSION05104","Graduate","Math",2025-05-04,7.14,1,"Writing",3,"Idea Drafted","True",2.2,"05","2025","Sunday",0.140056022408964,2
"SESSION05105","Undergraduate","History",2024-12-08,10.1,3,"Studying",2,"Assignment Completed","True",1.8,"12","2024","Sunday",0.297029702970297,2
"SESSION05106","Undergraduate","Biology",2025-02-09,21.9,10,"Homework Help",4,"Confused","False",3.6,"02","2025","Sunday",0.45662100456621,1
"SESSION05107","Undergraduate","Engineering",2024-10-23,49.88,12,"Homework Help",2,"Assignment Completed","True",2.3,"10","2024","Wednesday",0.240577385725742,3
"SESSION05108","Undergraduate","Math",2025-03-15,34.92,15,"Studying",5,"Idea Drafted","False",5,"03","2025","Saturday",0.429553264604811,3
"SESSION05109","Undergraduate","History",2024-06-29,13.05,3,"Writing",3,"Assignment Completed","True",1,"06","2024","Saturday",0.229885057471264,2
"SESSION05110","Undergraduate","Math",2024-06-25,12.14,4,"Writing",3,"Assignment Completed","True",2.3,"06","2024","Tuesday",0.329489291598023,2
"SESSION05111","Undergraduate","Engineering",2024-12-28,17.48,3,"Writing",2,"Idea Drafted","False",2.1,"12","2024","Saturday",0.17162471395881,2
"SESSION05112","Undergraduate","Math",2024-10-01,20.41,4,"Writing",5,"Assignment Completed","True",4.7,"10","2024","Tuesday",0.195982361587457,1
"SESSION05113","High School","Engineering",2025-06-10,6.96,1,"Writing",3,"Assignment Completed","True",4,"06","2025","Tuesday",0.14367816091954,1
"SESSION05114","Graduate","Engineering",2025-03-23,8.51,2,"Research",3,"Idea Drafted","True",3.9,"03","2025","Sunday",0.235017626321974,1
"SESSION05115","Graduate","Psychology",2025-05-12,3.18,1,"Homework Help",5,"Assignment Completed","False",4,"05","2025","Monday",0.314465408805031,1
"SESSION05116","Undergraduate","Biology",2025-03-04,43.14,8,"Writing",2,"Assignment Completed","True",2.2,"03","2025","Tuesday",0.185442744552619,3
"SESSION05117","Graduate","History",2024-07-27,76.32,25,"Homework Help",4,"Assignment Completed","True",2.8,"07","2024","Saturday",0.327568134171908,3
"SESSION05118","Undergraduate","Business",2025-05-30,29.89,9,"Writing",4,"Idea Drafted","False",4.5,"05","2025","Friday",0.301104048176648,1
"SESSION05119","Graduate","Engineering",2025-01-05,20.25,4,"Homework Help",4,"Idea Drafted","True",4.5,"01","2025","Sunday",0.197530864197531,1
"SESSION05120","High School","Computer Science",2025-02-01,8.14,2,"Coding",2,"Assignment Completed","True",1.9,"02","2025","Saturday",0.245700245700246,2
"SESSION05121","Graduate","Business",2025-04-24,20.52,6,"Homework Help",3,"Assignment Completed","True",2.1,"04","2025","Thursday",0.292397660818713,2
"SESSION05122","Undergraduate","Business",2024-10-23,17.78,4,"Studying",5,"Assignment Completed","True",5,"10","2024","Wednesday",0.224971878515186,1
"SESSION05123","High School","Computer Science",2025-01-28,6.61,1,"Studying",3,"Gave Up","True",3.1,"01","2025","Tuesday",0.151285930408472,2
"SESSION05124","High School","Engineering",2025-03-27,38.66,15,"Writing",2,"Idea Drafted","False",1,"03","2025","Thursday",0.387997930677703,3
"SESSION05125","Undergraduate","Business",2024-10-29,10.41,3,"Coding",4,"Assignment Completed","True",3.9,"10","2024","Tuesday",0.288184438040346,1
"SESSION05126","Undergraduate","History",2025-03-22,6.83,1,"Homework Help",5,"Assignment Completed","True",4.3,"03","2025","Saturday",0.146412884333821,1
"SESSION05127","Undergraduate","Business",2024-10-15,7.85,2,"Writing",5,"Confused","False",3,"10","2024","Tuesday",0.254777070063694,1
"SESSION05128","Undergraduate","Business",2024-09-20,16.66,4,"Brainstorming",4,"Confused","False",3.9,"09","2024","Friday",0.240096038415366,1
"SESSION05129","Undergraduate","Business",2025-05-04,7.24,2,"Writing",5,"Assignment Completed","True",5,"05","2025","Sunday",0.276243093922652,1
"SESSION05130","Undergraduate","Business",2025-03-01,3.86,1,"Homework Help",1,"Assignment Completed","True",1.4,"03","2025","Saturday",0.259067357512953,2
"SESSION05131","Graduate","Math",2024-08-17,19.38,6,"Brainstorming",3,"Confused","False",3,"08","2024","Saturday",0.309597523219814,2
"SESSION05132","Undergraduate","History",2025-04-29,9.91,2,"Studying",3,"Gave Up","False",2.4,"04","2025","Tuesday",0.201816347124117,2
"SESSION05133","Undergraduate","History",2025-01-30,26.61,7,"Studying",3,"Confused","True",3.7,"01","2025","Thursday",0.263059000375799,2
"SESSION05134","Undergraduate","Engineering",2025-01-12,13.43,3,"Brainstorming",4,"Assignment Completed","False",3.2,"01","2025","Sunday",0.223380491437081,1
"SESSION05135","High School","Computer Science",2024-12-22,22.46,4,"Writing",4,"Idea Drafted","False",4.5,"12","2024","Sunday",0.178094390026714,1
"SESSION05136","Undergraduate","Math",2024-12-01,10.9,2,"Writing",5,"Assignment Completed","True",4.9,"12","2024","Sunday",0.18348623853211,1
"SESSION05137","Undergraduate","Psychology",2025-02-09,31.78,11,"Homework Help",4,"Idea Drafted","True",4.2,"02","2025","Sunday",0.346129641283826,3
"SESSION05138","Undergraduate","Engineering",2025-01-25,15.42,3,"Studying",4,"Confused","False",4.1,"01","2025","Saturday",0.194552529182879,1
"SESSION05139","Graduate","Computer Science",2025-02-01,34.58,16,"Studying",4,"Assignment Completed","True",5,"02","2025","Saturday",0.462695199537305,3
"SESSION05140","Undergraduate","Computer Science",2024-09-14,14.98,3,"Homework Help",3,"Assignment Completed","False",3.9,"09","2024","Saturday",0.200267022696929,1
"SESSION05141","Graduate","Math",2025-05-26,10.75,4,"Research",2,"Idea Drafted","False",1.8,"05","2025","Monday",0.372093023255814,2
"SESSION05142","Undergraduate","Psychology",2025-05-23,6.69,2,"Studying",5,"Confused","True",5,"05","2025","Friday",0.298953662182362,1
"SESSION05143","Undergraduate","Biology",2024-12-01,14.23,6,"Homework Help",3,"Assignment Completed","False",2.4,"12","2024","Sunday",0.421644413211525,2
"SESSION05144","Undergraduate","Psychology",2024-11-04,14.37,3,"Coding",2,"Confused","True",1.4,"11","2024","Monday",0.208768267223382,2
"SESSION05145","Graduate","Biology",2024-08-14,9.84,2,"Homework Help",4,"Gave Up","False",2.3,"08","2024","Wednesday",0.203252032520325,2
"SESSION05146","Graduate","Computer Science",2025-02-10,8.84,2,"Writing",3,"Assignment Completed","False",3.1,"02","2025","Monday",0.226244343891403,2
"SESSION05147","Undergraduate","Psychology",2024-10-01,28.94,5,"Coding",5,"Assignment Completed","True",5,"10","2024","Tuesday",0.172771250863856,1
"SESSION05148","High School","Engineering",2024-10-10,15.85,4,"Studying",2,"Assignment Completed","False",1.6,"10","2024","Thursday",0.252365930599369,2
"SESSION05149","Undergraduate","Biology",2024-12-24,15.48,5,"Writing",2,"Assignment Completed","True",1,"12","2024","Tuesday",0.322997416020672,2
"SESSION05150","Undergraduate","Computer Science",2025-04-17,3.75,1,"Brainstorming",4,"Confused","False",3.4,"04","2025","Thursday",0.266666666666667,1
"SESSION05151","Graduate","Business",2024-08-07,23.07,8,"Coding",4,"Confused","True",4.6,"08","2024","Wednesday",0.346770697876029,1
"SESSION05152","High School","Biology",2024-12-01,19.21,7,"Writing",3,"Idea Drafted","True",1.8,"12","2024","Sunday",0.364393545028631,2
"SESSION05153","Undergraduate","Engineering",2025-05-14,24.36,10,"Writing",5,"Confused","True",4.7,"05","2025","Wednesday",0.410509031198686,1
"SESSION05154","Undergraduate","History",2025-04-04,7.11,2,"Homework Help",4,"Idea Drafted","True",2.6,"04","2025","Friday",0.281293952180028,2
"SESSION05155","Undergraduate","Biology",2024-07-28,27.47,6,"Coding",2,"Confused","False",1.6,"07","2024","Sunday",0.218420094648708,2
"SESSION05156","Undergraduate","Psychology",2025-02-21,47.17,15,"Coding",2,"Assignment Completed","True",2.5,"02","2025","Friday",0.317998728005088,3
"SESSION05157","Undergraduate","Engineering",2025-04-27,27.4,7,"Writing",3,"Assignment Completed","True",3.8,"04","2025","Sunday",0.255474452554745,2
"SESSION05158","Undergraduate","Engineering",2025-03-30,1.88,1,"Coding",4,"Confused","True",3.1,"03","2025","Sunday",0.531914893617021,1
"SESSION05159","High School","Computer Science",2025-01-09,10.72,2,"Studying",4,"Confused","False",3.7,"01","2025","Thursday",0.186567164179104,1
"SESSION05160","High School","Math",2025-06-18,24.39,9,"Writing",5,"Assignment Completed","True",5,"06","2025","Wednesday",0.3690036900369,1
"SESSION05161","Undergraduate","Psychology",2024-08-17,18.6,5,"Homework Help",5,"Assignment Completed","True",4.9,"08","2024","Saturday",0.268817204301075,1
"SESSION05162","Undergraduate","Biology",2024-12-25,27.74,6,"Writing",3,"Assignment Completed","False",2.5,"12","2024","Wednesday",0.216294160057678,2
"SESSION05163","Undergraduate","Psychology",2024-09-10,10.96,2,"Homework Help",4,"Assignment Completed","True",3.8,"09","2024","Tuesday",0.182481751824818,1
"SESSION05164","Undergraduate","Psychology",2025-05-02,51.56,13,"Coding",3,"Idea Drafted","True",1.5,"05","2025","Friday",0.252133436772692,3
"SESSION05165","High School","History",2024-10-22,58.2,15,"Coding",1,"Confused","True",1,"10","2024","Tuesday",0.257731958762887,3
"SESSION05166","Undergraduate","Psychology",2025-05-04,14.95,3,"Homework Help",4,"Confused","False",5,"05","2025","Sunday",0.20066889632107,1
"SESSION05167","High School","Business",2025-01-19,21.78,7,"Writing",4,"Gave Up","False",2.2,"01","2025","Sunday",0.32139577594123,2
"SESSION05168","Undergraduate","Biology",2024-07-26,24.74,11,"Studying",3,"Assignment Completed","True",2.9,"07","2024","Friday",0.444624090541633,3
"SESSION05169","Graduate","Math",2024-09-14,9.69,2,"Writing",2,"Assignment Completed","False",1.7,"09","2024","Saturday",0.20639834881321,2
"SESSION05170","Undergraduate","Psychology",2025-06-09,14.29,5,"Writing",4,"Idea Drafted","True",4,"06","2025","Monday",0.349895031490553,1
"SESSION05171","High School","Math",2025-04-19,17.29,4,"Coding",3,"Gave Up","False",3.4,"04","2025","Saturday",0.231347599768652,2
"SESSION05172","Undergraduate","Engineering",2025-04-01,6.71,2,"Writing",3,"Confused","True",2.8,"04","2025","Tuesday",0.29806259314456,2
"SESSION05173","Graduate","Psychology",2025-04-20,25.67,9,"Writing",3,"Idea Drafted","False",2.5,"04","2025","Sunday",0.350603817686015,2
"SESSION05174","Undergraduate","Math",2024-07-21,14.18,6,"Coding",3,"Assignment Completed","True",3.3,"07","2024","Sunday",0.423131170662906,2
"SESSION05175","Undergraduate","Biology",2024-07-07,11.91,3,"Studying",5,"Confused","True",5,"07","2024","Sunday",0.251889168765743,1
"SESSION05176","High School","Engineering",2024-10-02,55.06,13,"Writing",5,"Confused","False",4,"10","2024","Wednesday",0.236106066109699,3
"SESSION05177","High School","History",2024-10-31,25.6,11,"Homework Help",4,"Idea Drafted","True",5,"10","2024","Thursday",0.4296875,1
"SESSION05178","Undergraduate","Computer Science",2024-07-11,4.52,1,"Homework Help",3,"Assignment Completed","False",2.7,"07","2024","Thursday",0.221238938053097,2
"SESSION05179","Graduate","Computer Science",2024-08-22,29.11,7,"Homework Help",5,"Assignment Completed","True",4.9,"08","2024","Thursday",0.240467193404328,1
"SESSION05180","Undergraduate","Biology",2024-11-07,24.12,5,"Homework Help",4,"Idea Drafted","False",3.6,"11","2024","Thursday",0.207296849087894,1
"SESSION05181","Undergraduate","Engineering",2025-04-20,12.69,6,"Writing",2,"Idea Drafted","True",1.3,"04","2025","Sunday",0.472813238770686,2
"SESSION05182","Undergraduate","Business",2025-01-28,31.93,7,"Coding",4,"Assignment Completed","True",3.6,"01","2025","Tuesday",0.219229564672722,1
"SESSION05183","Undergraduate","Computer Science",2025-03-08,5.82,2,"Coding",3,"Assignment Completed","True",2.7,"03","2025","Saturday",0.343642611683849,2
"SESSION05184","Undergraduate","Computer Science",2025-02-16,18.73,5,"Studying",4,"Assignment Completed","True",3.8,"02","2025","Sunday",0.266951414842499,1
"SESSION05185","Undergraduate","Biology",2024-11-27,9.05,2,"Homework Help",3,"Assignment Completed","True",2.8,"11","2024","Wednesday",0.220994475138122,2
